Month,DATE_ADDED,Geographic identifier,"Pleiades, TGN, or FAST ID",TAG651_A,icons,Precision code,Precision,Region,Location,"Controlled heading (Pleiades, TGN, LCSH, or FAST)",Coordinates,Title and author,Imprint,Series,Library location,BSN,BSN length adjustment,View in library catalog
2017-11,20171115,,,,,3,Region,Turkey,(General),,"39.6310737661, 30.9895776103","Anatolia antiqua : recueil de travaux publiés par l'Institut français d'études anatoliennes d'Istanbul, v. 23-24 = Eski Anadolu, v.23-24.","Istanbul : L'Institut : Editions Divit ;Paris, 1988-","1987:Varia Anatolica //1991, 1993:Bibliothèque de l'Institut français d'études anatoliennes d'Istanbul",Oak Collection DS155 .A5987 v.23 (2015)-v.24 (2016),1674070,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001674070?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Caucasus,"Caucasus, South",,"41.297085, 45.01507","Studies in Caucasian archaeology, v. 3.","Tbilisi : Programa ""Logisi"", 2017",,Oak Collection DK509 .S84 v.3 (2017),4128765,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph004128765?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34, 103.5",Six Dynasties art from the Norman A. Kurland collection.Part one : 2-25 November 2017.,"London : Eskenazi, [2017]. / / ©2017",,Oversize Collection N7343.24 .S59 2017,5895095,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005895095?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34.5, 104","Celestial horses & long sleeve dancers : the David W. Dewey collection of ancient Chinese tomb sculpture / Robert D. Jacobsen, PhD, Chair of Asian Art, Curator of Chinese Art, Emeritus, Minneapolis Institute of Arts.","[Minneapolis, Minn.] : [David W. Dewey], [2013] / / ©2013",,Oversize Collection NK4165.2 .J33 2013,3999662,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph003999662?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Byzantine Empire,(General),,"41, 29","The Oxford dictionary of Byzantium / Alexander P. Kazhdan, editor in chief ; Alice-Mary Talbot, executive editor ; Anthony Cutler, editor for art history ; Timothy E. Gregory, editor for archaeology and historical geography ; Nancy P. Ševčenko, associate editor.","New York : Oxford University Press, 1991.",,Reference 3 Collection DF521 .O93 1991 v.1-3,1933062,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001933062?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Middle East,(General),,"29.25, 42.5",Donum natalicium : studi presentati a Claudio Saporetti in occasione del suo 60. compleanno / a cura di P. Negri Scafa e P. Gentili ; con la collaborazione di G. Chiera.,"Roma : Borgia, [2000]",,Small Collection DS57 .D66 2000,5894966,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005894966?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Middle East,(General),,"29.25, 43",Investigating artistic environments in the ancient Near East / edited by Ann C. Gunter.,"Washington, D.C. : Arthur M. Sackler Gallery, Smithsonian Institution, c1990.",,Small Collection N7265 .I58 1990,1903923,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001903923?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Middle East,(General),,"29, 42.5",The gnostic religion : the message of the alien God and the beginnings of Christianity / by Hans Jonas.,"Boston : Beacon Press, 1958.",,Small Collection BT1390 .J62 1958,1784469,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001784469?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Mediterranean Region,(General),,"34, 23","Destruction : archaeological, philological and historical perspectives / edited by Jan Driessen.","Louvain-la-Neuve : UCL, Presses universitaires de Louvain, [2013] / / ©2013",,Small Collection CC175 .D47 2013,5915544,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005915544?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Mediterranean Region,(General),,"33.5, 23",Histoire ecclésiastique / Sozomène ; texte grec de l'édition J. Bidez ; introduction par Bernard Grillet et Guy Sabbah ; traduction par André-Jean Festugière ; annotation par Guy Sabbah.,"Paris : Editions du Cerf, 1983-","Sources chrétiennes, 0750-1978 ;no. 306, 418, 495, 506",Small Collection BR160.S8 F7 1983 t.1-2,1827757,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001827757?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Mediterranean Region,(General),,"34, 22.75",Seeing through the eyes of faith : new approaches to the mystagogy of the church fathers / edited by Paul van Geest.,"Leuven, Belgium : Peeters, 2016.","Late antique history and religion, 2030-5915 ;volume 11 //The mystagogy of the church fathers ;volume 3",Small Collection BR67 .S44 2016,5894951,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005894951?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Mediterranean Region,(General),,"33.75, 22.75","After Chalcedon : studies in theology and church history offered to Professor Albert Van Roey for his seventieth birthday / edited by C. Laga, J.A. Munitiz, and L. Van Rompay.","Leuven : Dept. Oriëntalistiek : Uitgeverij Peeters, 1985.",Orientalia Lovaniensia analecta ;18,Small Collection BT23 .A37 1985,2162969,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002162969?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Mediterranean Region,(General),,"33.5, 22.75","The chronography of Gregory Abû'l-Faraj 1225-1286, the son of Aaron, the Hebrew physician commonly known as Bar Hebraeus, being the first part of his political history of the world / translated from the Syriac with an historical introduction...accompanied by reproductions of the Syriac texts in the Bodleian manuscript 52 [by] Ernest A. Wallis Budge.","Amsterdam : APA, 1976.",,Small Collection D17 .B33 1976 v.1-2,1589631,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001589631?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"35, 103","Immortals, festivals and poetry in medieval China : studies in social and intellectual history / Donald Holzman.","Aldershot, Hampshire, England ;Brookfield, Vt., USA : Ashgate, c1998.",Variorum collected studies series ;CS623,Small Collection BL1802 .H65 1998,1495274,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001495274?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"33.5, 103",Fang zhi xue yan jiu / Lu Zhenyue zhu. / / 方志学研究 / 陆振岳著.,"Jinan Shi : Qi Lu shu she, 2013. / / 济南市 : 齊鲁書社, 2013.",,Small Collection DS734.7 .L83 2013,5910741,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005910741?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"35, 104",The upright brush : Yan Zhenqing's calligraphy and Song literati politics / Amy McNair.,"Honolulu : University of Hawai'i Press, 1998.",,Small Collection NK3634.Y45 M39 1998,1383852,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001383852?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"33, 104",Court culture and literature in early China / David R. Knechtges.,"Aldershot, Hampshire, Eng. ;Burlington, VT : Ashgate/ Variorum, c2002.",Variorum collected studies series ;CS740,Small Collection PL2284 .K643 2002,764342,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph000764342?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"35, 104.5","An anthology of Chinese verse: Han, Wei, Chin and the Northern and Southern dynasties;translated and annotated","Oxford, Clarendon P., 1967.",,Small Collection PL2658.E3 F7 1967,1812315,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001812315?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"34.5, 104.5","The beginnings of metallurgy in China / edited by Katheryn M. Linduff, Han Rubin, and Sun Shuyun.","Lewiston : Edwin Mellen Press, c2000",Chinese studies ;v. 11,Small Collection TN101 .B44 2000,1655030,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001655030?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,China,(General),,"33.5, 104.5","Some Tʻang and pre-Tʻang texts on Chinese painting, translated and annotated, v.2: pt.1-2","Leiden : E.J. Brill, 1954-74.","Sinica Leidensia, v. 8, 12",Small Collection ND1048 .A25 v.2:pt.1-2 1974,2742385,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002742385?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Byzantine Empire,(General),,"40.27, 28.75",Byzantium in the seventh century / Andreas N. Stratos ; translated by Marc Ogilvie-Grant.,"Amsterdam : A.M. Hakkert, 1968-1980.",,Small Collection DF571 .S7513 1968 v.1-5,2895109,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002895109?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Greco-Roman world,(General),,"41.8917375, 12.4861685","Rechtliche Verfahren und religiöse Sanktionierung in der griechisch-römischen Antike : Akten einer deutsch-italienischen Tagung, Palermo, 11.-13. Dezember 2014 = Procedimenti giuridici e sanzione religiosa nel mondo greco e romano : atti di un convegno italo-tedesco, Palermo, 11-13 dicembre 2014 / herausgegeben von Daniela Bonanno, Peter Funke und Matthias Haake.","Stuttgart : Franz Steiner Verlag, [2016]",Alte Geschichte,Small Collection KJA3060 .R43 2016,5912591,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005912591?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Roman Empire,(General),,"41.9, 12.5","Coin finds and coin use in the Roman world : the thirteenth Oxford Symposium on Coinage and Monetary History, 25.-27.3.1993, a NATO advanced research workshop / zusammengestellt von Cathy E. King und David G. Wigg.","Berlin : G. Mann, ©1996.",Studien zu Fundmünzen der Antike ;Bd. 10,Small Collection CJ891 .O94 1993,5911531,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005911531?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Roman Empire,(General),,"41.9, 12.75","The prosopography of the later Roman Empire, v.3A-3B / by A.H.M. Jones, J.R. Martindale & J. Morris.","Cambridge [Eng.] : University Press, 1971-1992.",,Small Collection DG203.5 .J6 1971 v.3A-3B,2615788,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph002615788?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,"Europe, Eastern",(General),,"49.75, 35","Палеолитическое общество Восточной Европы : вопросы палеоэкономики, культурогенеза и социогенеза / В.М. Массон. / / Paleoliticheskoe obshchestvo Vostochnoĭ Evropy : voprosy paleoėkonomiki, kulʹturogeneza i sot͡siogeneza / V.M. Masson.","Sankt-Peterburg : In-t istorii materialʹnoĭ kulʹtury Rossiĭskoĭ akademii nauk, 1996. / / Санкт-Петербург : Ин-т истории материальной культуры Российской академии наук, 1996.",Arkheologicheskie izyskanii͡a ;vyp. 35,Small Collection GN772.22.R8 M377 1996,5901203,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005901203?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,"Europe, Eastern",(General),,"49.5, 35","Vostochnai͡a Evropa v ėpokhu kamni͡a i bronzy : [Sbornik stateĭ] / AN SSSR, In-t arkheologii ; [Otv. red. L.V. Kolʹt͡sov, M.P. Zimina, O.S. Gadzi͡at͡skai͡a]. / / Восточная Европа в эпоху камня и бронзы : [Сборник статей] / АН СССР, Ин-т археологии ; [Отв. ред. Л.В. Кольцов, М.П. Зимина, О.С. Гадзяцкая].","Moskva : Nauka, 1976. / / Москва : Наука, 1976.",,Small Collection GN803 .V67 1976,5899999,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005899999?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,4,Broad region,Eurasia,(General),,"50.25, 58.5",Kulʹtura kochevnikov i͡uzhno-russkikh stepeĭ v gunnskui͡u ėpokhu (konet͡s IV-V vv) =Nomadic culture of the South Russian steppelands: the end of the fourth and the fifth centuries A.D. / I.P. Zaset͡skai͡a. / / Культура кочевников южно-русских степей в гуннскую эпоху (конец IV-V вв) =Nomadic culture of the South Russian steppelands: the end of the fourth and the fifth centuries A.D. / И.П. Засецкая.,"Sankt-Peterburg : AO ""Ellips"", 1994. / / Санкт-Петербург : АО ""Еллипс"", 1994.",,Small Collection D141 .Z37 1994,5895044,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005895044?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Southeast Asia,(General),,"18, 102","The archaeology of Mainland Southeast Asia : from 10, 000 B.C. to the fall of Angkor / Charles Higham.","Cambridge [Cambridgeshire] ;New York : Cambridge University Press, 1989.",Cambridge world archaeology,Small Collection DS523 .H54 1989,1790974,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001790974?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Iran,(General),,"32, 54",Ancient Persia / John Curtis.,"London : British Museum, 2000.",,Small Collection N5390 .C87 2000,1771598,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph001771598?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Iran,(General),,"32.25, 54",The Persians : an introduction / Maria Brosius.,"London ;New York : Routledge, 2006.",Peoples of the ancient world,Small Collection DS275 .B76 2006,322743,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph000322743?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Greece,(General),,"37.5, 22.5","The Greek future and its history =Le future grec et son histore / edite par Frederic Lambert, Rutger J. Allan, Theodore Markopoulos.","Louvain-la-Neuve : Peeters, 2017.","Bibliotheque des Cahiers de l'Institut de linguistique de Louvain, 0779-1666 ;139",Small Collection PA348.F8 G74 2017,5916490,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005916490?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Georgia,(General),,"42, 43.5",Arkheologicheskie issledovanii͡a na novostroĭkakh Gruzinskoĭ SSR / [redaktor T.K. Mikeladze]. / / Археологические исследования на новостройках Грузинской ССР / [редактор Т.К. Микеладзе].,"Tbilisi : ""Met͡sniereba"", 1982. / / Тбилиси : ""Мецниереба"", 1982.",,Small Collection DK673 .A75 1982,5901215,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005901215?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Mongolia,(General),,"46.5, 104.5",Arkheologii͡a i ėtnografii͡a mongolii / Otvetstvennyĭ red. A.P. Okladnikov. / / Археология и этнография монголии / Ответственный ред. А.П. Окладников.,"Novosibirsk : Nauka, Sibirskoe otdelenie, 1978. / / Новосибирск : Наука, Сибирское отделение, 1978.",,Small Collection DS798.3 .A74 1978,5917306,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005917306?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
2017-11,20171115,,,,,3,Region,Moldova,(General),,"47, 29","Arkheologii͡a, ėtnografii͡a i iskusstvovedenie Moldavii : (Materialy i issledovanii͡a) / [Otv. red. V.S. Zelenchuk]. / / Археология, этнография и искусствоведение Молдавии : (Материалы и исследования) / [Отв. ред. В.С. Зеленчук].","Kishinev : ""Karti͡a moldoveni͡aske"", 1968. / / Кишинев : ""Картя молдовеняске"", 1968.",,Small Collection DK509.3 .A75 1968,5895189,,"<a href=""https://library.nyu.edu/persistent/lcn/nyu_aleph005895189?institution=NYU&persistent""target=""new"">View in Library Catalog</a>"
